,START_LATITUDE,START_LONGITUDE
174,44.2841,-68.20385
175,44.28425,-68.12272
176,44.21182,-68.06978
177,44.3993,-67.93158
178,44.33355,-67.77865
179,44.4706,-67.80005
180,44.4658,-67.72768
181,44.25317,-67.75667
182,44.30935,-67.67298
183,43.0552,-70.4362
184,44.2972,-67.60413
185,44.3476,-67.64103
186,44.42492,-67.44987
187,44.54098,-67.50233
188,44.58433,-67.29767
189,44.62473,-67.33125
190,44.53673,-67.2963
191,44.549,-67.31513
192,44.60777,-67.10348
193,44.66237,-67.13075
194,43.09167,-70.39557
195,44.74643,-67.02095
196,44.70687,-66.9513
197,43.14283,-70.39293
198,42.939,-70.745
199,43.31167,-70.17617
200,43.25683,-70.57633
201,43.28933,-70.50017
202,43.42383,-70.27717
203,43.5305,-70.26367
204,43.51283,-70.1915
205,43.53017,-70.017
206,42.92783,-70.70683
207,43.499,-70.10783
208,43.64133,-70.16817
209,43.54817,-69.96483
210,43.61083,-69.86183
211,43.70833,-69.94633
212,43.72917,-69.64933
213,43.71967,-69.79383
214,43.7155,-69.69233
215,43.681,-69.514
216,42.92167,-70.54317
217,43.83717,-69.485
218,44.1595,-69.01917
219,44.13267,-68.96867
220,44.1165,-68.7805
221,44.13817,-68.76567
222,44.161,-68.7895
223,43.62167,-68.9335
224,43.91783,-68.75467
225,42.95517,-70.47967
226,43.77683,-68.64133
227,43.8975,-68.66867
228,43.90567,-68.63133
229,43.91517,-68.643
230,44.16417,-68.5345
231,44.015,-68.5435
232,43.91467,-68.5225
233,43.92783,-68.5765
234,43.9725,-68.31
235,44.285,-68.51033
236,44.37867,-68.53317
237,44.38583,-68.49217
238,44.2075,-68.435
239,44.2135,-68.06767
240,44.0585,-68.055
241,44.1605,-67.95617
242,44.27,-68.12967
243,44.2925,-68.072
244,42.93717,-70.48167
245,44.31617,-68.08667
246,44.28417,-68.20117
247,44.225,-67.94767
248,44.20483,-67.72867
249,44.42217,-67.7835
250,44.37233,-67.673
251,44.41367,-67.5735
252,44.30083,-67.65933
253,44.29983,-67.49567
254,44.3345,-67.284
255,44.71033,-66.95533
256,44.69817,-66.99517
257,44.68517,-66.99717
258,44.66433,-67.13067
259,44.58667,-67.29417
260,44.63833,-67.31767
261,43.089,-70.40683
262,42.927,-70.75267
263,43.16967,-70.442
264,43.14717,-70.39
265,43.243,-70.21867
266,43.40262,-70.13118
267,43.50167,-70.35433
268,43.49033,-70.33217
269,43.42182,-70.29172
270,43.51988,-70.028
271,42.87917,-70.7145
272,43.5449,-69.95835
273,43.61143,-69.86293
274,43.6337,-69.9248
275,43.63588,-70.17158
276,43.72258,-70.16277
277,43.64657,-69.80952
